Business Corridor,Address,Day,Date,Foot Traffic Volume
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2/27/2023,4263
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2/28/2023,2025
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,3/1/2023,4852
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,3/2/2023,1295
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,3/3/2023,2028
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,3/4/2023,1458
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,3/5/2023,4615
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,3/6/2023,3582
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,3/7/2023,808
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,3/8/2023,3363
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,3/9/2023,615
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,3/10/2023,1331
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,3/11/2023,3546
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,3/12/2023,807
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,3/13/2023,4648
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,3/14/2023,2056
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,3/15/2023,1173
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,3/16/2023,1624
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,3/17/2023,1552
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,3/18/2023,875
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,3/19/2023,4818
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,3/20/2023,795
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,3/21/2023,3394
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,3/22/2023,4609
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,3/23/2023,2941
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,3/24/2023,1409
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,3/25/2023,1607
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,3/26/2023,2262
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,3/27/2023,3663
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,3/28/2023,2010
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,3/29/2023,4233
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,3/30/2023,1992
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,3/31/2023,3516
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,4/1/2023,4708
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,4/2/2023,1526
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,4/3/2023,3998
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,4/4/2023,4090
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,4/5/2023,2960
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,4/6/2023,2138
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,4/7/2023,1862
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,4/8/2023,2126
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,4/9/2023,1183
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,4/10/2023,515
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,4/11/2023,2819
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,4/12/2023,4722
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,4/13/2023,3338
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,4/14/2023,2818
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,4/15/2023,4133
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,4/16/2023,1776
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,4/17/2023,2777
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,4/18/2023,4005
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,4/19/2023,2341
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,4/20/2023,1174
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,4/21/2023,3604
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,4/22/2023,4493
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,4/23/2023,2367
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,4/24/2023,845
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,4/25/2023,1550
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,4/26/2023,4007
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,4/27/2023,4826
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,4/28/2023,2044
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,4/29/2023,3808
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,4/30/2023,973
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,5/1/2023,4945
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,5/2/2023,3504
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,5/3/2023,1425
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,5/4/2023,1395
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,5/5/2023,3870
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,5/6/2023,1966
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,5/7/2023,2195
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,5/8/2023,1511
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,5/9/2023,1001
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,5/10/2023,3084
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,5/11/2023,3781
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,5/12/2023,2391
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,5/13/2023,4124
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,5/14/2023,4609
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,5/15/2023,1157
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,5/16/2023,2538
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,5/17/2023,4810
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,5/18/2023,1826
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,5/19/2023,4901
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,5/20/2023,4525
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,5/21/2023,4153
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,5/22/2023,2449
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,5/23/2023,2930
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,5/24/2023,1841
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,5/25/2023,1130
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,5/26/2023,975
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,5/27/2023,1532
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,5/28/2023,2877
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,5/29/2023,2689
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,5/30/2023,2482
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,5/31/2023,3585
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,6/1/2023,3271
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,6/2/2023,4152
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,6/3/2023,2583
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,6/4/2023,3684
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,6/5/2023,1596
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,6/6/2023,3418
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,6/7/2023,1414
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,6/8/2023,673
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,6/9/2023,2604
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,6/10/2023,640
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,6/11/2023,1311
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,6/12/2023,3584
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,6/13/2023,3604
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,6/14/2023,959
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,6/15/2023,2860
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,6/16/2023,1374
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,6/17/2023,4304
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,6/18/2023,1345
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,6/19/2023,3440
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,6/20/2023,902
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,6/21/2023,3898
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,6/22/2023,1671
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,6/23/2023,698
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,6/24/2023,4611
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,6/25/2023,3371
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,6/26/2023,719
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,6/27/2023,2112
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,6/28/2023,4891
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,6/29/2023,691
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,6/30/2023,3998
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,7/1/2023,956
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,7/2/2023,1952
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,7/3/2023,3628
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,7/4/2023,1068
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,7/5/2023,1070
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,7/6/2023,1605
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,7/7/2023,3034
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,7/8/2023,4290
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,7/9/2023,2685
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,7/10/2023,3778
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,7/11/2023,1112
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,7/12/2023,3684
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,7/13/2023,3859
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,7/14/2023,4541
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,7/15/2023,2909
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,7/16/2023,3694
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,7/17/2023,1148
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,7/18/2023,3035
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,7/19/2023,1573
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,7/20/2023,3115
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,7/21/2023,1221
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,7/22/2023,1378
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,7/23/2023,3872
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,7/24/2023,3413
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,7/25/2023,1618
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,7/26/2023,4329
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,7/27/2023,3723
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,7/28/2023,886
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,7/29/2023,2086
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,7/30/2023,2747
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,7/31/2023,1029
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,8/1/2023,4437
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,8/2/2023,1531
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,8/3/2023,4290
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,8/4/2023,3990
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,8/5/2023,989
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,8/6/2023,3205
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,8/7/2023,3270
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,8/8/2023,954
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,8/9/2023,1583
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,8/10/2023,3297
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,8/11/2023,3114
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,8/12/2023,1792
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,8/13/2023,2652
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,8/14/2023,4861
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,8/15/2023,1518
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,8/16/2023,4508
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,8/17/2023,1669
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,8/18/2023,527
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,8/19/2023,876
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,8/20/2023,2038
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,8/21/2023,2578
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,8/22/2023,2220
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,8/23/2023,1159
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,8/24/2023,4759
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,8/25/2023,4558
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,8/26/2023,3523
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,8/27/2023,1470
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,8/28/2023,4872
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,8/29/2023,3003
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,8/30/2023,3497
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,8/31/2023,2539
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,9/1/2023,4571
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,9/2/2023,2371
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,9/3/2023,4954
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,9/4/2023,1248
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,9/5/2023,3268
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,9/6/2023,3893
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,9/7/2023,1424
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,9/8/2023,1397
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,9/9/2023,1477
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,9/10/2023,4110
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,9/11/2023,3005
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,9/12/2023,4004
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,9/13/2023,1942
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,9/14/2023,3066
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,9/15/2023,1843
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,9/16/2023,967
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,9/17/2023,939
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,9/18/2023,3716
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,9/19/2023,607
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,9/20/2023,4073
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,9/21/2023,3327
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,9/22/2023,2835
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,9/23/2023,2302
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,9/24/2023,4088
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,9/25/2023,4517
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,9/26/2023,2056
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,9/27/2023,1067
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,9/28/2023,1775
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,9/29/2023,545
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,9/30/2023,1402
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,10/1/2023,661
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,10/2/2023,3757
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,10/3/2023,3790
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,10/4/2023,1762
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,10/5/2023,4504
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,10/6/2023,1827
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,10/7/2023,3401
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,10/8/2023,2176
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,10/9/2023,4738
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,10/10/2023,558
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,10/11/2023,4060
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,10/12/2023,2774
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,10/13/2023,2237
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,10/14/2023,4526
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,10/15/2023,3382
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,10/16/2023,4353
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,10/17/2023,4106
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,10/18/2023,536
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,10/19/2023,3756
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,10/20/2023,1084
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,10/21/2023,1476
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,10/22/2023,1100
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,10/23/2023,2648
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,10/24/2023,2642
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,10/25/2023,3191
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,10/26/2023,2443
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,10/27/2023,4359
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,10/28/2023,4854
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,10/29/2023,3765
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,10/30/2023,2247
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,10/31/2023,1110
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,11/1/2023,809
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,11/2/2023,4726
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,11/3/2023,1479
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,11/4/2023,3968
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,11/5/2023,2204
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,11/6/2023,781
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,11/7/2023,1460
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,11/8/2023,2188
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,11/9/2023,676
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,11/10/2023,3239
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,11/11/2023,2451
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,11/12/2023,2909
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,11/13/2023,2547
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,11/14/2023,2545
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,11/15/2023,4360
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,11/16/2023,3091
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,11/17/2023,2880
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,11/18/2023,2732
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,11/19/2023,2988
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,11/20/2023,1437
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,11/21/2023,2340
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,11/22/2023,1138
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,11/23/2023,3368
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,11/24/2023,3924
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,11/25/2023,4564
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,11/26/2023,1778
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,11/27/2023,1092
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,11/28/2023,1725
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,11/29/2023,4214
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,11/30/2023,2792
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,12/1/2023,4588
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,12/2/2023,4659
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,12/3/2023,1515
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,12/4/2023,4697
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,12/5/2023,3489
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,12/6/2023,545
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,12/7/2023,1574
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,12/8/2023,3291
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,12/9/2023,1944
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,12/10/2023,4625
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,12/11/2023,3719
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,12/12/2023,2153
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,12/13/2023,2916
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,12/14/2023,2120
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,12/15/2023,2345
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,12/16/2023,1125
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,12/17/2023,3751
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,12/18/2023,1535
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,12/19/2023,4658
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,12/20/2023,1639
