Business Corridor,Address,Day,Date,Foot Traffic Volume
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-09-26,1953
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-09-27,1067
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-09-28,1863
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-09-29,708
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-09-30,2103
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-10-01,925
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-10-02,3381
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-10-03,3600
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-10-04,1762
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-10-05,4729
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-10-06,2375
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-10-07,5101
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-10-08,3046
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-10-09,4264
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-10-10,530
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-10-11,4060
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-10-12,2912
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-10-13,2908
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-10-14,6789
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-10-15,4734
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-10-16,3917
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-10-17,3900
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-10-18,536
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-10-19,3943
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-10-20,1409
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-10-21,2214
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-10-22,1540
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-10-23,2383
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-10-24,2509
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-10-25,3191
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-10-26,2565
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-10-27,5666
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-10-28,7281
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-10-29,5271
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-10-30,2022
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-10-31,1054
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-11-01,809
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-11-02,4962
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-11-03,1922
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-11-04,5952
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-11-05,3085
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-11-06,702
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-11-07,1387
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-11-08,2188
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-11-09,709
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-11-10,4210
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-11-11,3676
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-11-12,4072
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-11-13,2292
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-11-14,2417
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-11-15,4360
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-11-16,3245
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-11-17,3744
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-11-18,4098
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-11-19,4183
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-11-20,1293
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-11-21,2223
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-11-22,1138
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-11-23,3536
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-11-24,5101
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-11-25,6846
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-11-26,2489
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-11-27,982
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-11-28,1638
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-11-29,4214
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-11-30,2931
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-12-01,5964
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-12-02,6988
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-12-03,2121
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-12-04,4227
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-12-05,3314
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-12-06,545
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-12-07,1652
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-12-08,4278
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-12-09,2916
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-12-10,6475
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-12-11,3347
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-12-12,2045
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-12-13,2916
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-12-14,2226
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-12-15,3048
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-12-16,1687
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-12-17,5251
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-12-18,1381
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-12-19,4425
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-12-20,1639
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-12-21,4544
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-12-22,3985
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-12-23,2920
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-12-24,5705
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Monday,2023-12-25,4049
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Tuesday,2023-12-26,1565
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Wednesday,2023-12-27,2367
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Thursday,2023-12-28,1333
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Friday,2023-12-29,4669
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Saturday,2023-12-30,1131
San Jose Market Center,"1000 Coleman Ave, San Jose, CA 95110",Sunday,2023-12-31,3749
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-01-01,4652
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-01-02,2911
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-01-03,4302
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-01-04,4829
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-01-05,1985
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-01-06,4929
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-01-07,4269
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-01-08,2567
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-01-09,2203
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-01-10,3329
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-01-11,2364
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-01-12,4851
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-01-13,5176
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-01-14,1512
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-01-15,777
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-01-16,4109
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-01-17,4490
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-01-18,2564
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-01-19,4763
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-01-20,5185
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-01-21,5209
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-01-22,2514
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-01-23,3057
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-01-24,2381
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-01-25,4573
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-01-26,1476
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-01-27,6319
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-01-28,885
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-01-29,5674
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-01-30,3690
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-01-31,4384
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-02-01,996
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-02-02,3311
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-02-03,686
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-02-04,6663
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-02-05,3507
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-02-06,2874
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-02-07,4449
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-02-08,884
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-02-09,4821
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-02-10,1357
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-02-11,1990
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-02-12,2804
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-02-13,797
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-02-14,693
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-02-15,2522
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-02-16,4247
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-02-17,4781
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-02-18,5803
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-02-19,3793
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-02-20,3639
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-02-21,1821
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-02-22,568
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-02-23,3297
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-02-24,4075
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-02-25,6292
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-02-26,1983
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-02-27,602
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-02-28,2209
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-03-01,3791
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-03-02,4318
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-03-03,765
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-03-04,1099
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-03-05,2997
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-03-06,3797
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-03-07,3047
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-03-08,3356
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-03-09,2775
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-03-10,3576
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-03-11,2667
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-03-12,2718
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-03-13,2144
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-03-14,539
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-03-15,3865
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-03-16,2558
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-03-17,819
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-03-18,2164
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-03-19,5509
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-03-20,2151
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-03-21,1404
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-03-22,651
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-03-23,3809
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-03-24,3667
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-03-25,4530
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-03-26,2008
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-03-27,468
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-03-28,2527
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-03-29,3598
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-03-30,4638
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-03-31,2919
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-04-01,6483
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-04-02,2634
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-04-03,718
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-04-04,1729
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-04-05,3449
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-04-06,842
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-04-07,2316
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-04-08,5457
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-04-09,3410
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-04-10,945
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-04-11,3078
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-04-12,2622
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-04-13,3433
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-04-14,6438
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-04-15,1699
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-04-16,4849
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-04-17,2583
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-04-18,2052
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-04-19,2351
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-04-20,4242
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-04-21,946
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-04-22,2199
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-04-23,4723
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-04-24,3924
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-04-25,2069
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-04-26,1547
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-04-27,2680
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-04-28,4284
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-04-29,6288
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-04-30,1314
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-05-01,3979
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-05-02,2789
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-05-03,4107
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-05-04,977
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-05-05,4455
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-05-06,6132
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-05-07,1330
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-05-08,3886
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-05-09,865
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-05-10,1632
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-05-11,2031
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-05-12,683
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-05-13,1251
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-05-14,4811
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-05-15,2683
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-05-16,1670
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-05-17,3364
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-05-18,2102
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-05-19,4135
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-05-20,5262
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-05-21,5334
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-05-22,3570
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-05-23,2578
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-05-24,2487
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-05-25,1701
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-05-26,5449
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-05-27,4321
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-05-28,6067
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-05-29,1223
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-05-30,2175
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-05-31,1859
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-06-01,1874
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-06-02,4117
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-06-03,2125
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-06-04,926
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-06-05,721
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-06-06,1365
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-06-07,777
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-06-08,2787
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-06-09,889
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-06-10,940
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-06-11,5322
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-06-12,3602
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-06-13,4559
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-06-14,800
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-06-15,2560
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-06-16,5787
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-06-17,4335
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-06-18,4362
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-06-19,1406
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-06-20,541
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-06-21,4772
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-06-22,3484
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-06-23,1947
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-06-24,5467
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-06-25,3278
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-06-26,2080
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-06-27,2055
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-06-28,896
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-06-29,1428
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-06-30,3922
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-07-01,5022
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-07-02,1694
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-07-03,3870
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-07-04,2085
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Wednesday,2023-07-05,698
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Thursday,2023-07-06,3995
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Friday,2023-07-07,942
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Saturday,2023-07-08,1995
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Sunday,2023-07-09,5758
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Monday,2023-07-10,3027
Grand Century Shopping Mall,"1111 Story Rd, San Jose, CA 95122",Tuesday,2023-07-11,3727
